Province,District,Candidate,Residence,Occupation,Number of Votes,Number of Votes Percent,Number Majority,Majority Percent
"Ontario","Oxford","Irene Tietz Green Party/Parti Vert","Ingersoll, Ont/Ont.","Teacher (Retired)/Enseignante (retraitée)",1951,4.25,,
"Ontario","Oxford","Leslie Bartley Christian Heritage Party/Parti de l'Héritage Chrétien","Woodstock, Ont/Ont.","Self-employed /Travailleuse autonome",1534,3.34,,
"Ontario","Oxford","James Bender Marijuana Party/Parti Marijuana","Woodstock, Ont/Ont.","Business Owner/Operator/Exploitant/propriétaire d'entreprise",794,1.73,,
"Ontario","Oxford","Kaye Sargent Libertarian/Libertarien","Innerkip, Ont/Ont.","Homemaker/Writer/Femme au foyer/rédactrice",226,.49,,
"Ontario","Oxford","Alex Kreider Canadian Action/Action canadienne","Embro, Ont/Ont.","Transit Operator/Opérateur de véhicule de transport en commun",108,.24,,
"Ontario","Parkdale--High Park","Sarmite (Sam) Bulte ** Liberal/Libéral","Toronto, Ont/Ont.","Parliamentarian/Parlementaire",19727,42.05,      3526,   7.5
"Ontario","Parkdale--High Park","Peggy Nash N.D.P./N.P.D.","Toronto, Ont/Ont.","Union Representative/Représentante syndicale",16201,34.53,,
"Ontario","Parkdale--High Park","Jurij Klufas Conservative/conservateur","Oro Station, Ont/Ont.","Television Producer/Réalisateur de télévision",7221,15.39,,
"Ontario","Parkdale--High Park","Neil Spiegel Green Party/Parti Vert","Toronto, Ont/Ont.","Contractor/Entrepreneur",3249,6.93,,
"Ontario","Parkdale--High Park","Terry Parker Marijuana Party/Parti Marijuana","Toronto, Ont/Ont.","Advocate/Défenseur",384,.82,,
"Ontario","Parkdale--High Park","Lorne Gershuny Marxist-Leninist/Marxiste-Léniniste","Toronto, Ont/Ont.","Lawyer/Avocat",130,.28,,
"Ontario","Parry Sound--Muskoka","Andy Mitchell ** Liberal/Libéral","Gravenhurst, Ont/Ont.","Parliamentarian/Parlementaire",19271,43.86,      3301,   7.5
"Ontario","Parry Sound--Muskoka","Keith Montgomery Conservative/conservateur","Bracebridge, Ont/Ont.","Financial Consultant/Conseiller financier",15970,36.35,,
"Ontario","Parry Sound--Muskoka","Jo-Anne Marie Boulding N.D.P./N.P.D.","Bracebridge, Ont/Ont.","Lawyer/Avocate",5171,11.77,,
"Ontario","Parry Sound--Muskoka","Glen Hodgson Green Party/Parti Vert","Nobel, Ont/Ont.","Teacher/Enseignant",3524,8.02,,
"Ontario","Perth--Wellington","Gary Ralph Schellenberger ** Conservative/conservateur","Sebringville, Ont/Ont.","Parliamentarian/Parlementaire",18879,41.97,      3847,   8.6
"Ontario","Perth--Wellington","Brian Innes Liberal/Libéral","St. Pauls, Ont/Ont.","Farmer/University-College Lecturer/Agriculteur/chargé de cours univ. et coll.",15032,33.42,,
"Ontario","Perth--Wellington","Robert Roth N.D.P./N.P.D.","Stratford, Ont/Ont.","Journalist/Journaliste",7027,15.62,,
"Ontario","Perth--Wellington","John Cowling Green Party/Parti Vert","Stratford, Ont/Ont.","Salesperson/Vendeur",2770,6.16,,
"Ontario","Perth--Wellington","Irma Nicolette Devries Christian Heritage Party/Parti de l'Héritage Chrétien","Harriston, Ont/Ont.","Dairy Farmer/Business Owner/Exploitante de ferme laitière/prop. d'entreprise",1273,2.83,,
"Ontario","Peterborough","Peter Adams ** Liberal/Libéral","Peterborough, Ont/Ont.","Parliamentarian/Parlementaire",25099,43.55,      6706,  11.6
"Ontario","Peterborough","James Jackson Conservative/conservateur","Peterborough, Ont/Ont.","Real Estate/Tourism/Immobilier/tourisme",18393,31.92,,
"Ontario","Peterborough","Linda Slavin N.D.P./N.P.D.","Peterborough, Ont/Ont.","Manager/Gestionnaire",10957,19.01,,
"Ontario","Peterborough","Brent Wood Green Party/Parti Vert","Peterborough, Ont/Ont.","University Instructor/Chargé d'enseignement à l'université",3182,5.52,,
"Ontario","Pickering--Scarborough East/Pickering--Scarborough-Est","Dan McTeague ** Liberal/Libéral","Oakville, Ont/Ont.","Parliamentarian/Parlementaire",27312,56.98,     13895,  29.0
"Ontario","Pickering--Scarborough East/Pickering--Scarborough-Est","Tim Dobson Conservative/conservateur","Pickering, Ont/Ont.","Chemist/Chimiste",13417,27.99,,
"Ontario","Pickering--Scarborough East/Pickering--Scarborough-Est","Gary Dale N.D.P./N.P.D.","West Hill, Ont/Ont.","Systems Consultant/Consultant en systèmes informatiques",5392,11.25,,
"Ontario","Pickering--Scarborough East/Pickering--Scarborough-Est","Matthew Pollesel Green Party/Parti Vert","Ottawa, Ont/Ont.","Political Organizer/Organisateur politique",1809,3.77,,
"Ontario","Prince Edward--Hastings","Daryl Kramp Conservative/conservateur","Madoc, Ont/Ont.","Business Person/Homme d'affaires ",22598,42.36,      2556,   4.8
"Ontario","Prince Edward--Hastings","Bruce Knutson Liberal/Libéral","Belleville, Ont/Ont.","Political Assistant/Adjoint politique",20042,37.57,,
"Ontario","Prince Edward--Hastings","Dan Douglas N.D.P./N.P.D.","Belleville, Ont/Ont.","Teacher/Enseignant",8105,15.19,,
"Ontario","Prince Edward--Hastings","Tom Lawson Green Party/Parti Vert","Port Hope, Ont/Ont.","Teacher (Retired)/Enseignant (retraité)",2130,3.99,,
"Ontario","Prince Edward--Hastings","Joseph Sahadat Independent/Indépendant","Picton, Ont/Ont.","Retired/Retraité",468,.88,,
"Ontario","Renfrew--Nipissing--Pembroke","Cheryl Gallant ** Conservative/conservateur","Pembroke, Ont/Ont.","Parliamentarian/Parlementaire",27494,55.08,     12696,  25.4
"Ontario","Renfrew--Nipissing--Pembroke","Rob Jamieson Liberal/Libéral","Eganville, Ont/Ont.","Executive Assistant/Adjoint de direction",14798,29.65,,
"Ontario","Renfrew--Nipissing--Pembroke","Sue McSheffrey N.D.P./N.P.D.","Renfrew, Ont/Ont.","Physiotherapist/Physiothérapeute",5720,11.46,,
"Ontario","Renfrew--Nipissing--Pembroke","Gordon S McLeod Green Party/Parti Vert","Eganville, Ont/Ont.","Farmer/Agriculteur",1191,2.39,,
"Ontario","Renfrew--Nipissing--Pembroke","Stanley Sambey Marijuana Party/Parti Marijuana","Pembroke, Ont/Ont.","Tradesman/Roofer/Couvreur",714,1.43,,
"Ontario","Richmond Hill","Bryon Wilfert ** Liberal/Libéral","Richmond Hill, Ont/Ont.","Parliamentarian/Parlementaire",27102,58.48,     15572,  33.6
"Ontario","Richmond Hill","Pete Merrifield Conservative/conservateur","Innisfil, Ont/Ont.","Peace Officer/Agent de la paix",11530,24.88,,
"Ontario","Richmond Hill","C. Nella Cotrupi N.D.P./N.P.D.","Richmond Hill, Ont/Ont.","Lawyer/Educator/Avocate/éducatrice",4495,9.7,,
"Ontario","Richmond Hill","Tim Rudkins Green Party/Parti Vert","Richmond Hill, Ont/Ont.","Project Manager/Gestionnaire de projet",2144,4.63,,
"Ontario","Richmond Hill","Ellena Lam PC Party/Parti PC","Richmond Hill, Ont/Ont.","Accounting Administrator/Administratrice de la comptabilité",1074,2.32,,
"Ontario","St. Catharines","Walt Lastewka ** Liberal/Libéral","St. Catharines, Ont/Ont.","Former Senior Executive /Ancien cadre supérieur ",21277,40.44,      3016,   5.7
"Ontario","St. Catharines","Leo Bonomi Conservative/conservateur","St. Catharines, Ont/Ont.","Investment Advisor/Conseiller en placements",18261,34.71,,
"Ontario","St. Catharines","Ted Mouradian N.D.P./N.P.D.","St. Catharines, Ont/Ont.","Professional Speaker/Conférencier",10135,19.26,,
"Ontario","St. Catharines","Jim Fannon Green Party/Parti Vert","St. Catharines, Ont/Ont.","Real Estate Agent/Agent immobilier",1927,3.66,,
"Ontario","St. Catharines","Linda Klassen Christian Heritage Party/Parti de l'Héritage Chrétien","St. Catharines, Ont/Ont.","Sexual Assault Counsellor (Retired)/Cons. aux victimes d'agression sex. (retraitée)",751,1.43,,
"Ontario","St. Catharines","Jane Elizabeth Paxton Canadian Action/Action canadienne","St. Catharines, Ont/Ont.","Business Owner/Propriétaire d'entreprise",204,.39,,
"Ontario","St. Catharines","Elaine Couto Marxist-Leninist/Marxiste-Léniniste","Toronto, Ont/Ont.","Office Worker/Employée de bureau",61,.12,,
"Ontario","St. Paul's","Carolyn Bennett ** Liberal/Libéral","Toronto, Ont/Ont.","Parliamentarian/Parlementaire",32171,58.39,     20945,  38.0
"Ontario","St. Paul's","Barry Cline Conservative/conservateur","Toronto, Ont/Ont.","Architect/Architecte",11226,20.38,,
"Ontario","St. Paul's","Norman Tobias N.D.P./N.P.D.","Toronto, Ont/Ont.","Lawyer/Avocat",8667,15.73,,
"Ontario","St. Paul's","Peter Elgie Green Party/Parti Vert","Toronto, Ont/Ont.","Teacher/Enseignant",3031,5.5,,
"Ontario","Sarnia--Lambton","Roger Gallaway ** Liberal/Libéral","Point Edward, Ont/Ont.","Parliamentarian/Parlementaire",19932,41.93,      5432,  11.4
"Ontario","Sarnia--Lambton","Marcel Beaubien Conservative/conservateur","Petrolia, Ont/Ont.","Insurance Broker/Courtier d'assurance",14500,30.5,,
"Ontario","Sarnia--Lambton","Greg Agar N.D.P./N.P.D.","Courtright, Ont/Ont.","Process Operator/Opérateur aux procédés",7764,16.33,,
"Ontario","Sarnia--Lambton","Anthony Cramer Green Party/Parti Vert","Point Edward, Ont/Ont.","Employment Counsellor/Conseiller en emploi",2548,5.36,,
"Ontario","Sarnia--Lambton","Gary De Boer Christian Heritage Party/Parti de l'Héritage Chrétien","Wyoming, Ont/Ont.","Farmer/Agriculteur",1819,3.83,,
"Ontario","Sarnia--Lambton","Dave Core Independent/Indépendant","Wyoming, Ont/Ont.","Farmer/Small Business Owner/Agriculteur/propriétaire de petite entreprise",749,1.58,,
"Ontario","Sarnia--Lambton","John Elliott Independent/Indépendant","Camlachie, Ont/Ont.","Process Operator/Opérateur aux procédés",229,.48,,
"Ontario","Sault Ste. Marie","Tony Martin N.D.P./N.P.D.","Sault Ste. Marie, Ont/Ont.","Community Development/Développement communautaire",16512,38.29,       752,   1.7
"Ontario","Sault Ste. Marie","Carmen Provenzano ** Liberal/Libéral","Sault Ste. Marie, Ont/Ont.","Parliamentarian/Parlementaire",15760,36.55,,
"Ontario","Sault Ste. Marie","Cameron Ross Conservative/conservateur","Richards Landing, Ont/Ont.","Insurance Executive/Cadre, assurance",9969,23.12,,
"Ontario","Sault Ste. Marie","Julie Emmerson Green Party/Parti Vert","not available/non disponible","Environmental Canvasser/Solliciteuse pour l'environnement",814,1.89,,
"Ontario","Sault Ste. Marie","Mike Taffarel Marxist-Leninist/Marxiste-Léniniste","Sault Ste. Marie, Ont/Ont.","Steelworker/Métallurgiste",67,.16,,
"Ontario","Scarborough--Agincourt","Jim Karygiannis ** Liberal/Libéral","Scarborough, Ont/Ont.","Parliamentarian/Parlementaire",26400,64.08,     17751,  43.1
"Ontario","Scarborough--Agincourt","Andrew Faust Conservative/conservateur","Toronto, Ont/Ont.","Office Services Contractor/Entrepreneur en services de bureau",8649,20.99,,
"Ontario","Scarborough--Agincourt","D'Arcy Palmer N.D.P./N.P.D.","Scarborough, Ont/Ont.","Office Worker/Employé de bureau",4182,10.15,,
"Ontario","Scarborough--Agincourt","Tony J. Karadimas PC Party/Parti PC","Scarborough, Ont/Ont.","Executive/Cadre",1048,2.54,,
"Ontario","Scarborough--Agincourt","Wayne Yeechong Green Party/Parti Vert","Toronto, Ont/Ont.","Technical Communicator/Communicateur technique",919,2.23,,
"Ontario","Scarborough Centre/Scarborough-Centre","John Cannis ** Liberal/Libéral","Scarborough, Ont/Ont.","Parliamentarian/Parlementaire",20740,56.65,     12225,  33.4
"Ontario","Scarborough Centre/Scarborough-Centre","John Mihtis Conservative/conservateur","Scarborough, Ont/Ont.","Electrician/Électricien",8515,23.26,,
"Ontario","Scarborough Centre/Scarborough-Centre","Greg Gogan N.D.P./N.P.D.","Toronto, Ont/Ont.","Business Owner/Propriétaire d'entreprise",6156,16.82,,
"Ontario","Scarborough Centre/Scarborough-Centre","Greg Bonser Green Party/Parti Vert","Toronto, Ont/Ont.","Builder/Constructeur",1045,2.85,,
"Ontario","Scarborough Centre/Scarborough-Centre","Dorothy Sauras Communist/Communiste","Toronto, Ont/Ont.","Medical Social Worker (Retired)/Travailleuse sociale hospitalière (retraitée)",152,.42,,
"Ontario","Scarborough--Guildwood","John McKay ** Liberal/Libéral","Toronto, Ont/Ont.","Lawyer/Parliamentarian/Avocat/parlementaire",20950,57.53,     12673,  34.8
"Ontario","Scarborough--Guildwood","Tom Varesh Conservative/conservateur","Scarborough, Ont/Ont.","Equity Research Associate/Associé en recherche sur l'équité",8277,22.73,,
"Ontario","Scarborough--Guildwood","Sheila White N.D.P./N.P.D.","Scarborough, Ont/Ont.","Communications Consultant/Conseillère en communications",5885,16.16,,
"Ontario","Scarborough--Guildwood","Paul Charbonneau Green Party/Parti Vert","Toronto, Ont/Ont.","Business Consultant/Conseiller en affaires",1106,3.04,,
"Ontario","Scarborough--Guildwood","Brenda Thompson Canadian Action/Action canadienne","Scarborough, Ont/Ont.","Medical Social Worker (Retired)/Assistante en éducation (retraitée)",200,.55,,
"Ontario","Scarborough--Rouge River","Derek Lee ** Liberal/Libéral","Ottawa, Ont/Ont.","Parliamentarian/Parlementaire",22564,57.92,     15602,  40.1
"Ontario","Scarborough--Rouge River","Raymond Cho Independent/Indépendant","Toronto, Ont/Ont.","City Councillor/Conseiller municipal ",6962,17.87,,
"Ontario","Scarborough--Rouge River","Tony Backhurst Conservative/conservateur","Innisfil, Ont/Ont.","Police Officer/Policier",5184,13.31,,
"Ontario","Scarborough--Rouge River","Fauzia Khan N.D.P./N.P.D.","Scarborough, Ont/Ont.","Consultant/Consultante",3635,9.33,,
"Ontario","Scarborough--Rouge River","Kathryn Holloway Green Party/Parti Vert","Toronto, Ont/Ont.","Environmental Fundraiser/Agente de financement environnementaliste",610,1.57,,
"Ontario","Scarborough Southwest/Scarborough-Sud-Ouest","Tom Wappel ** Liberal/Libéral","Scarborough, Ont/Ont.","Parliamentarian/Parlementaire",18776,49.46,      9748,  25.7
"Ontario","Scarborough Southwest/Scarborough-Sud-Ouest","Heather Jewell Conservative/conservateur","Toronto, Ont/Ont.","Head of Closed-captioning /Chef du sous-titrage",9028,23.78,,
"Ontario","Scarborough Southwest/Scarborough-Sud-Ouest","Dan Harris N.D.P./N.P.D.","Toronto, Ont/Ont.","Technical Support Team Leader/Chef d'équipe de soutien technique",8471,22.31,,
"Ontario","Scarborough Southwest/Scarborough-Sud-Ouest","Peter Van Dalen Green Party/Parti Vert","Scarborough, Ont/Ont.","Self-employed /Travailleur autonome",1520,4,,
"Ontario","Scarborough Southwest/Scarborough-Sud-Ouest","Elizabeth Rowley Communist/Communiste","Toronto, Ont/Ont.","Journalist/Journaliste",168,.44,,
"Ontario","Simcoe--Grey","Helena Guergis Conservative/conservateur","Alliston, Ont/Ont.","Policy Advisor/Small Business Person/Cons. en politiques/prop. de petite entreprise",22496,40.62,       100,   0.2
"Ontario","Simcoe--Grey","Paul Bonwick ** Liberal/Libéral","Collingwood, Ont/Ont.","Parliamentarian/Parlementaire",22396,40.44,,
"Ontario","Simcoe--Grey","Colin Mackinnon N.D.P./N.P.D.","Wasaga Beach, Ont/Ont.","Chartered Accountant/Comptable agréé  ",5532,9.99,,
"Ontario","Simcoe--Grey","Peter Ellis Green Party/Parti Vert","Beeton, Ont/Ont.","President/Président",2668,4.82,,
"Ontario","Simcoe--Grey","Peter Vander Zaag Christian Heritage Party/Parti de l'Héritage Chrétien","Alliston, Ont/Ont.","Farmer/Scientist/Agriculteur/scientifique",2285,4.13,,
"Ontario","Simcoe North/Simcoe-Nord","Paul DeVillers ** Liberal/Libéral","Barrie, Ont/Ont.","Parliamentarian/Parlementaire",23664,43.36,      3094,   5.7
"Ontario","Simcoe North/Simcoe-Nord","Peter Stock Conservative/conservateur","Orillia, Ont/Ont.","Writer/Rédacteur",20570,37.69,,
"Ontario","Simcoe North/Simcoe-Nord","Jen Hill N.D.P./N.P.D.","Orillia, Ont/Ont.","Lead Hand/Chef d'équipe",6162,11.29,,
"Ontario","Simcoe North/Simcoe-Nord","Mary Lou Kirby Green Party/Parti Vert","Orillia, Ont/Ont.","Planning Consultant/Conseillère en planification",3486,6.39,,
"Ontario","Simcoe North/Simcoe-Nord","Adrian Kooger Christian Heritage Party/Parti de l'Héritage Chrétien","Orillia, Ont/Ont.","Police Officer/Policier",544,1,,
"Ontario","Simcoe North/Simcoe-Nord","Ian Woods Canadian Action/Action canadienne","Shanty Bay, Ont/Ont.","Publisher/Editor/Éditeur/réviseur ",145,.27,,
"Ontario","Stormont--Dundas--South Glengarry","Guy Lauzon Conservative/conservateur","St. Andrews West, Ont/Ont.","Business Manager /Gestionnaire",21678,44.85,      3899,   8.1
"Ontario","Stormont--Dundas--South Glengarry","Bob Kilger ** Liberal/Libéral","Cornwall, Ont/Ont.","Parliamentarian/Parlementaire",17779,36.78,,
"Ontario","Stormont--Dundas--South Glengarry","Elaine MacDonald N.D.P./N.P.D.","Cornwall, Ont/Ont.","Teacher/Enseignante",5387,11.15,,
"Ontario","Stormont--Dundas--South Glengarry","Tom Manley Green Party/Parti Vert","Berwick, Ont/Ont.","Business Person/Homme d'affaires",3491,7.22,,
"Ontario","Sudbury","Diane Marleau ** Liberal/Libéral","Sudbury, Ont/Ont.","Parliamentarian/Parlementaire",18914,44.19,      6133,  14.3
"Ontario","Sudbury","Gerry McIntaggart N.D.P./N.P.D.","Sudbury, Ont/Ont.","Retired/Retraité",12781,29.86,,
"Ontario","Sudbury","Stephen L. Butcher Conservative/conservateur","Lively, Ont/Ont.","Business Person/Homme d'affaires",9008,21.05,,
"Ontario","Sudbury","Luke Norton Green Party/Parti Vert","Falconbridge, Ont/Ont.","Student/Étudiant",1999,4.67,,
"Ontario","Sudbury","Dave Starbuck Marxist-Leninist/Marxiste-Léniniste","Sudbury, Ont/Ont.","College Teacher/Enseignant au collège",100,.23,,
"Ontario","Thornhill","Susan Kadis Liberal/Libéral","Thornhill, Ont/Ont.","Municipal Councillor/Conseillère municipale",28709,54.58,     10584,  20.1
"Ontario","Thornhill","Josh Cooper Conservative/conservateur","Thornhill, Ont/Ont.","Business Owner/Propriétaire d'entreprise",18125,34.46,,
"Ontario","Thornhill","Rick Morelli N.D.P./N.P.D.","Woodbridge, Ont/Ont.","Retail Manager/Gestionnaire des ventes au détail",3671,6.98,,
"Ontario","Thornhill","Lloyd Helferty Green Party/Parti Vert","Markham, Ont/Ont.","Systems Support Specialist/Spécialiste du soutien des systèmes",1622,3.08,,
"Ontario","Thornhill","Benjamin Fitzerman Independent/Indépendant","Thornhill, Ont/Ont.","Student/Étudiant",241,.46,,
"Ontario","Thornhill","Simion Iron Independent/Indépendant","Thornhill, Ont/Ont.","Director/Directeur",233,.44,,
"Ontario","Thunder Bay--Rainy River","Ken Boshcoff Liberal/Libéral","Thunder Bay, Ont/Ont.","Insurance Advisor/Conseiller en assurance",14290,39.37,      3509,   9.7
"Ontario","Thunder Bay--Rainy River","John Rafferty N.D.P./N.P.D.","Cobourg, Ont/Ont.","Self-employed /Travailleur autonome",10781,29.7,,
"Ontario","Thunder Bay--Rainy River","David Leskowski Conservative/conservateur","Kaministiquia, Ont/Ont.","Consultant/Consultant ",9559,26.33,,
"Ontario","Thunder Bay--Rainy River","Russ Aegard Green Party/Parti Vert","South Gillies, Ont/Ont.","Teacher/Enseignant",856,2.36,,
"Ontario","Thunder Bay--Rainy River","Doug Thompson Marijuana Party/Parti Marijuana","Nolalu, Ont/Ont.","Retired/Retraité",547,1.51,,
"Ontario","Thunder Bay--Rainy River","Johannes Scheibler Christian Heritage Party/Parti de l'Héritage Chrétien","Stratton, Ont/Ont.","Retired/Retraité",267,.74,,
"Ontario","Thunder Bay--Superior North/Thunder Bay--Superior-Nord","Joe Comuzzi ** Liberal/Libéral","Thunder Bay, Ont/Ont.","Parliamentarian/Parlementaire",15022,43.04,      4792,  13.7
"Ontario","Thunder Bay--Superior North/Thunder Bay--Superior-Nord","Bruce Hyer N.D.P./N.P.D.","Armstrong, Ont/Ont.","Forester/Biologist/Forestier/biologiste",10230,29.31,,
"Ontario","Thunder Bay--Superior North/Thunder Bay--Superior-Nord","Bev Sarafin Conservative/conservateur","Geraldton, Ont/Ont.","Retail Manager/Gestionnaire des ventes au détail",7394,21.18,,
"Ontario","Thunder Bay--Superior North/Thunder Bay--Superior-Nord","Carl Rose Green Party/Parti Vert","Thunder Bay, Ont/Ont.","College Teacher (Retired)/Enseignant au collège (retraité)",1614,4.62,,
