Province,Electoral District/Circonscription,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained /Pourcentage des votes obtenus,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"Ontario","Scarborough Centre/Scarborough-Centre","Andrew Strachan Green Party/Parti Vert","Scarborough, Ont.","Advertising Copywriter/Rédacteur publicitaire",1396,3.31,,
"Ontario","Scarborough--Guildwood","John McKay ** Liberal/Libéral","Toronto, Ont.","Parliamentarian/Parlementaire",21877,53.26,     10087,  24.6
"Ontario","Scarborough--Guildwood","Pauline Browes Conservative/Conservateur","Toronto, Ont.","Community Environmental Advocate/Défenseur en environnement communautaire",11790,28.7,,
"Ontario","Scarborough--Guildwood","Peter Campbell N.D.P./N.P.D.","Scarborough, Ont.","Consultant/Consultant",5847,14.23,,
"Ontario","Scarborough--Guildwood","Mike Flanagan Green Party/Parti Vert","Toronto, Ont.","Student/Étudiant",1235,3.01,,
"Ontario","Scarborough--Guildwood","Farooq Khan Independent/Indépendant","Scarborough, Ont.","Banquet Coordinator/Coordonnateur de banquets",150,.37,,
"Ontario","Scarborough--Guildwood","Brenda Thompson Canadian Action/Action canadienne","Scarborough, Ont.","Educational Assistant/Éducatrice adjointe",98,.24,,
"Ontario","Scarborough--Guildwood","Andrew C. Thomas Independent/Indépendant","Scarborough, Ont.","Student/Étudiant",82,.2,,
"Ontario","Scarborough--Rouge River","Derek Lee ** Liberal/Libéral","Ottawa, Ont.","Parliamentarian/Parlementaire",30285,65.62,     20853,  45.2
"Ontario","Scarborough--Rouge River","Jerry Bance Conservative/Conservateur","Scarborough, Ont.","Service Technician/Technicien en entretien et en réparation",9432,20.44,,
"Ontario","Scarborough--Rouge River","Andrew Brett N.D.P./N.P.D.","Toronto, Ont.","Office Assistant/Aide de bureau",4972,10.77,,
"Ontario","Scarborough--Rouge River","Serge Abbat Green Party/Parti Vert","Toronto, Ont.","Computer Consultant/Consultant en informatique",754,1.63,,
"Ontario","Scarborough--Rouge River","Yaqoob Khan Independent/Indépendant","Scarborough, Ont.","Consultant (Health-Education)/Consultant (santé-éducation)",467,1.01,,
"Ontario","Scarborough--Rouge River","Alan Mercer Libertarian/Libertarien","Scarborough, Ont.","Quality Assurance Software Analyst/Analyste en logiciel-Assurance de la qualité",243,.53,,
"Ontario","Scarborough Southwest/Scarborough-Sud-Ouest","Tom Wappel ** Liberal/Libéral","Scarborough, Ont.","Parliamentarian/Parlementaire",19930,47.83,      9913,  23.8
"Ontario","Scarborough Southwest/Scarborough-Sud-Ouest","Vincent Veerasuntharam Conservative/Conservateur","Toronto, Ont.","Businessman/Homme d'affaires",10017,24.04,,
"Ontario","Scarborough Southwest/Scarborough-Sud-Ouest","Dan Harris N.D.P./N.P.D.","Toronto, Ont.","Student/Étudiant",9626,23.1,,
"Ontario","Scarborough Southwest/Scarborough-Sud-Ouest","Valery Philip Green Party/Parti Vert","Scarborough, Ont.","Nutrition and Wellness Consultant/Consultante en nutrition et en bien-être",1827,4.38,,
"Ontario","Scarborough Southwest/Scarborough-Sud-Ouest","Trevor Sutton Independent/Indépendant","Scarborough, Ont.","Hotel Porter/Bagagiste d'hôtel",147,.35,,
"Ontario","Scarborough Southwest/Scarborough-Sud-Ouest","Elizabeth Rowley Communist/Communiste","Toronto, Ont.","Journalist/Journaliste",120,.29,,
"Ontario","Simcoe--Grey","Helena Guergis ** Conservative/Conservateur","Angus, Ont.","Parliamentarian/Parlementaire",30135,49.76,     11446,  18.9
"Ontario","Simcoe--Grey","Elizabeth Kirley Liberal/Libéral","Tottenham, Ont.","Lawyer/Avocate",18689,30.86,,
"Ontario","Simcoe--Grey","Katy Austin N.D.P./N.P.D.","Elmvale, Ont.","Teacher/Enseignante",6784,11.2,,
"Ontario","Simcoe--Grey","Peter Ellis Green Party/Parti Vert","Beeton, Ont.","President/Président",3372,5.57,,
"Ontario","Simcoe--Grey","Peter Vander Zaag Christian Heritage Party/Parti de l'Héritage Chrétien","Alliston, Ont.","Farmer/Agriculteur",1585,2.62,,
"Ontario","Simcoe North/Simcoe-Nord","Bruce Stanton Conservative/Conservateur","Severn Bridge, Ont.","Resort Manager/Directeur de centre de villégiature",23266,40.43,      1188,   2.1
"Ontario","Simcoe North/Simcoe-Nord","Karen Graham Liberal/Libéral","Hawkestone, Ont.","Consultant/Consultante",22078,38.37,,
"Ontario","Simcoe North/Simcoe-Nord","Jen Hill N.D.P./N.P.D.","Orillia, Ont.","General Contractor/Entrepreneure générale",8132,14.13,,
"Ontario","Simcoe North/Simcoe-Nord","Sandy Agnew Green Party/Parti Vert","Elmvale, Ont.","Environmental Consultant/Consultant en environnement",3451,6,,
"Ontario","Simcoe North/Simcoe-Nord","Adrian Peter Kooger Christian Heritage Party/Parti de l'Héritage Chrétien","Orillia, Ont.","Policeman/Policier",617,1.07,,
"Ontario","Stormont--Dundas--South Glengarry","Guy Lauzon ** Conservative/Conservateur","St. Andrews West, Ont.","Parliamentarian/Parlementaire",28014,54.73,     14108,  27.6
"Ontario","Stormont--Dundas--South Glengarry","Tom Manley Liberal/Libéral","Berwick, Ont.","Business Owner/Propriétaire d'entreprise",13906,27.17,,
"Ontario","Stormont--Dundas--South Glengarry","Elaine MacDonald N.D.P./N.P.D.","Cornwall, Ont.","Teacher/Enseignante",6892,13.46,,
"Ontario","Stormont--Dundas--South Glengarry","Doug Beards Green Party/Parti Vert","Mountain, Ont.","Electrical Engineer/Ingénieur électricien",1713,3.35,,
"Ontario","Stormont--Dundas--South Glengarry","Carson Chisholm Christian Heritage Party/Parti de l'Héritage Chrétien","St. Andrews West, Ont.","Real Estate Broker/Auctioneer/Courtier en immeubles-Encanteur",663,1.3,,
"Ontario","Sudbury","Diane Marleau ** Liberal/Libéral","Sudbury, Ont.","Parliamentarian/Parlementaire",19809,41.57,      4584,   9.6
"Ontario","Sudbury","Gerry McIntaggart N.D.P./N.P.D.","Sudbury, Ont.","Retired/Retraité",15225,31.95,,
"Ontario","Sudbury","Kevin Serviss Conservative/Conservateur","Sudbury, Ont.","Minister/Ministre",10332,21.68,,
"Ontario","Sudbury","Joey Methé Green Party/Parti Vert","Chelmsford, Ont.","Student/Étudiant",1301,2.73,,
"Ontario","Sudbury","Stephen Butcher PC Party/Parti PC","Lively, Ont.","Businessman/Homme d'affaires",782,1.64,,
"Ontario","Sudbury","Dave Starbuck Marxist-Leninist/Marxiste-Léniniste","Sudbury, Ont.","College Teacher/Professeur au collégial",77,.16,,
"Ontario","Sudbury","Sam Hammond Communist/Communiste","Hamilton, Ont.","Retired/Retraité",70,.15,,
"Ontario","Sudbury","J. David Popescu Independent/Indépendant","Sudbury, Ont.","Casual Labour/Welfare/Main-d'oeuvre temp.-Bénéficiaire (aide sociale)",54,.11,,
"Ontario","Thornhill","Susan Kadis ** Liberal/Libéral","Thornhill, Ont.","Parliamentarian/Parlementaire",29934,53.1,     10929,  19.4
"Ontario","Thornhill","Anthony Reale Conservative/Conservateur","Thornhill, Ont.","Business Owner/Propriétaire d'entreprise",19005,33.71,,
"Ontario","Thornhill","Simon Strelchik N.D.P./N.P.D.","Thornhill, Ont.","Student/Étudiant",4405,7.81,,
"Ontario","Thornhill","Lloyd Helferty Green Party/Parti Vert","Thornhill, Ont.","Technical Support Specialist/Spécialiste du soutien technique",1934,3.43,,
"Ontario","Thornhill","Mark Abramowitz PC Party/Parti PC","Thornhill, Ont.","Student/Étudiant",1094,1.94,,
"Ontario","Thunder Bay--Rainy River","Ken Boshcoff ** Liberal/Libéral","Thunder Bay, Ont.","Parliamentarian/Parlementaire",13520,35.13,       658,   1.7
"Ontario","Thunder Bay--Rainy River","John Rafferty N.D.P./N.P.D.","Fort Frances, Ont.","Self-employed/Travailleur indépendant",12862,33.42,,
"Ontario","Thunder Bay--Rainy River","David Leskowski Conservative/Conservateur","Thunder Bay, Ont.","Consultant/Consultant",10485,27.25,,
"Ontario","Thunder Bay--Rainy River","Russ Aegard Green Party/Parti Vert","South Gillies, Ont.","Teacher/Enseignant",1193,3.1,,
"Ontario","Thunder Bay--Rainy River","Doug MacKay Marijuana Party/Parti Marijuana","Thunder Bay, Ont.","Labourer/Manoeuvre",424,1.1,,
"Ontario","Thunder Bay--Superior North/Thunder Bay--Superior-Nord","Joe Comuzzi ** Liberal/Libéral","Thunder Bay, Ont.","Parliamentarian/Parlementaire",14009,36.01,       408,   1.0
"Ontario","Thunder Bay--Superior North/Thunder Bay--Superior-Nord","Bruce Hyer N.D.P./N.P.D.","Armstrong, Ont.","Biologist/Biologiste",13601,34.96,,
"Ontario","Thunder Bay--Superior North/Thunder Bay--Superior-Nord","Bev Sarafin Conservative/Conservateur","Geraldton, Ont.","Journalist/Journaliste",8578,22.05,,
"Ontario","Thunder Bay--Superior North/Thunder Bay--Superior-Nord","Dawn Kannegiesser Green Party/Parti Vert","Thunder Bay, Ont.","Teacher/Enseignante",2231,5.73,,
"Ontario","Thunder Bay--Superior North/Thunder Bay--Superior-Nord","Denis A. Carrière Marijuana Party/Parti Marijuana","Schreiber, Ont.","Labourer/Manoeuvre",486,1.25,,
"Ontario","Timmins--James Bay/Timmins--Baie James","Charlie Angus ** N.D.P./N.P.D.","Cobalt, Ont.","Writer/Écrivain",19195,50.58,      6192,  16.3
"Ontario","Timmins--James Bay/Timmins--Baie James","Robert Riopelle Liberal/Libéral","Timmins, Ont.","Lawyer/Avocat",13003,34.26,,
"Ontario","Timmins--James Bay/Timmins--Baie James","Ken Graham Conservative/Conservateur","Iroquois Falls, Ont.","Supervisor/Superviseur",5173,13.63,,
"Ontario","Timmins--James Bay/Timmins--Baie James","Sahaja Freed Green Party/Parti Vert","Timmins, Ont.","Artist/Artiste",578,1.52,,
"Ontario","Toronto Centre/Toronto-Centre","Bill Graham ** Liberal/Libéral","Toronto, Ont.","Parliamentarian/Parlementaire",30874,52.23,     16838,  28.5
"Ontario","Toronto Centre/Toronto-Centre","Michael Shapcott N.D.P./N.P.D.","Toronto, Ont.","Urban Health Analyst/Analyste en santé urbaine ",14036,23.74,,
"Ontario","Toronto Centre/Toronto-Centre","Lewis Reford Conservative/Conservateur","Toronto, Ont.","Investment Banker/Spécialiste (services bancaires d'investissement)",10763,18.21,,
"Ontario","Toronto Centre/Toronto-Centre","Chris Tindal Green Party/Parti Vert","Toronto, Ont.","Interactive Media Producer/Producteur de médias interactifs",3080,5.21,,
"Ontario","Toronto Centre/Toronto-Centre","Johan Boyden Communist/Communiste","Toronto, Ont.","Grocery Clerk/Commis d'épicerie ",120,.2,,
"Ontario","Toronto Centre/Toronto-Centre","Michel Prairie No Affiliation/Aucune appartenance","Montréal, Que./Qc","Meat Packer/Empaqueteur de viande",101,.17,,
"Ontario","Toronto Centre/Toronto-Centre","Liz White AACEV Party of Canada/AACEV Party of Canada","Toronto, Ont.","Director/Directrice",72,.12,,
"Ontario","Toronto Centre/Toronto-Centre","Philip Fernandez Marxist-Leninist/Marxiste-Léniniste","Toronto, Ont.","Adult Educator/Éducateur auprès des adultes",66,.11,,
"Ontario","Toronto--Danforth","Jack Layton ** N.D.P./N.P.D.","Toronto, Ont.","Parliamentarian/Parlementaire",24412,48.42,      7156,  14.2
"Ontario","Toronto--Danforth","Deborah Coyne Liberal/Libéral","Toronto, Ont.","Policy Analyst/Analyste de politiques",17256,34.23,,
"Ontario","Toronto--Danforth","Kren Clausen Conservative/Conservateur","Caledon East, Ont.","Producer/Consultant/Producteur-Consultant",4992,9.9,,
"Ontario","Toronto--Danforth","Al Hart Green Party/Parti Vert","Toronto, Ont.","Lawyer/Avocat",3583,7.11,,
"Ontario","Toronto--Danforth","Marcell Rodden Marxist-Leninist/Marxiste-Léniniste","Toronto, Ont.","Student/Étudiant",172,.34,,
"Ontario","Trinity--Spadina","Olivia Chow N.D.P./N.P.D.","Toronto, Ont.","Municipal Councillor/Conseillère municipale",28748,46.03,      3681,   5.9
"Ontario","Trinity--Spadina","Tony Ianno ** Liberal/Libéral","Toronto, Ont.","Parliamentarian/Parlementaire",25067,40.14,,
"Ontario","Trinity--Spadina","Sam Goldstein Conservative/Conservateur","Toronto, Ont.","Lawyer/Avocat",5625,9.01,,
"Ontario","Trinity--Spadina","Thom Chapman Green Party/Parti Vert","Toronto, Ont.","Sales Assistant/Adjoint aux ventes",2398,3.84,,
"Ontario","Trinity--Spadina","Asif Hossain PC Party/Parti PC","Toronto, Ont.","Sales/Vente",392,.63,,
"Ontario","Trinity--Spadina","Nick Lin Marxist-Leninist/Marxiste-Léniniste","Toronto, Ont.","Printer/Imprimeur",138,.22,,
"Ontario","Trinity--Spadina","John Riddell Canadian Action/Action canadienne","Toronto, Ont.","Superintendent/Surintendant",82,.13,,
"Ontario","Vaughan","Maurizio Bevilacqua ** Liberal/Libéral","Gloucester, Ont.","Parliamentarian/Parlementaire",36968,59.72,     20844,  33.7
"Ontario","Vaughan","Richard Majkot Conservative/Conservateur","Orangeville, Ont.","Executive Director/Directeur exécutif",16124,26.05,,
"Ontario","Vaughan","Yurgo Alexopoulos N.D.P./N.P.D.","Toronto, Ont.","Student/Étudiant",5114,8.26,,
"Ontario","Vaughan","Adrian Visentin Green Party/Parti Vert","Woodbridge, Ont.","Landlord/Propriétaire d'immeubles",3004,4.85,,
"Ontario","Vaughan","Paolo Fabrizio Libertarian/Libertarien","Woodbridge, Ont.","Baker/Boulanger-pâtissier",688,1.11,,
"Ontario","Welland","John Maloney ** Liberal/Libéral","Port Colborne, Ont.","Parliamentarian/Parlementaire",20267,35.53,      2775,   4.9
"Ontario","Welland","Jody Di Bartolomeo N.D.P./N.P.D.","Port Colborne, Ont.","Occupational Health and Safety/Santé et sécurité au travail",17492,30.66,,
"Ontario","Welland","Mel Grunstein Conservative/Conservateur","Niagara Falls, Ont.","Engineer/Businessman/Ingénieur-Homme d'affaires",16678,29.23,,
"Ontario","Welland","Brian Simpson Green Party/Parti Vert","Fonthill, Ont.","Lawyer/Avocat",1960,3.44,,
"Ontario","Welland","Irma Ruiter Christian Heritage Party/Parti de l'Héritage Chrétien","Welland, Ont.","Speech and Language Pathologist/Orthophoniste",539,.94,,
"Ontario","Welland","Ron Walker Marxist-Leninist/Marxiste-Léniniste","Welland, Ont.","Factory Worker/Travailleur d'usine",113,.2,,
"Ontario","Wellington--Halton Hills","Michael Chong ** Conservative/Conservateur","Elora, Ont.","Parliamentarian/Parlementaire",27907,50.67,     11842,  21.5
"Ontario","Wellington--Halton Hills","Rod Finnie Liberal/Libéral","Erin, Ont.","Land Surveyor/Arpenteur",16065,29.17,,
"Ontario","Wellington--Halton Hills","Noel Paul Duignan N.D.P./N.P.D.","Georgetown, Ont.","Self-employed/Travailleur indépendant",6785,12.32,,
"Ontario","Wellington--Halton Hills","Brent Bouteiller Green Party/Parti Vert","Fergus, Ont.","Professional Engineer/Ingénieur",3362,6.1,,
"Ontario","Wellington--Halton Hills","Carol Ann Krusky Christian Heritage Party/Parti de l'Héritage Chrétien","Rockwood, Ont.","Health and Safety Consultant/Consultante en santé et sécurité",606,1.1,,
"Ontario","Wellington--Halton Hills","Mike Wisniewski Independent/Indépendant","Fergus, Ont.","Dairy Clerk/Commis (produits laitiers)",355,.64,,
"Ontario","Whitby--Oshawa","Jim Flaherty Conservative/Conservateur","Whitby, Ont.","Lawyer/Avocat",29294,43.86,      3412,   5.1
"Ontario","Whitby--Oshawa","Judi Longfield ** Liberal/Libéral","Whitby, Ont.","Parliamentarian/Parlementaire",25882,38.75,,
"Ontario","Whitby--Oshawa","Maret Sadem-Thompson N.D.P./N.P.D.","Whitby, Ont.","School Principal/Directrice d'école",8716,13.05,,
"Ontario","Whitby--Oshawa","Ajay Krishnan Green Party/Parti Vert","Whitby, Ont.","Computer Engineer/Ingénieur informaticien",2407,3.6,,
"Ontario","Whitby--Oshawa","Marty Gobin Libertarian/Libertarien","Whitby, Ont.","Student/Étudiant",274,.41,,
"Ontario","Whitby--Oshawa","Tom Cochrane Canadian Action/Action canadienne","Whitby, Ont.","Farmer/Agriculteur",217,.32,,
"Ontario","Willowdale","Jim Peterson ** Liberal/Libéral","Toronto, Ont.","Lawyer/Avocat",30623,55.23,     14369,  25.9
"Ontario","Willowdale","Jovan Boseovski Conservative/Conservateur","Toronto, Ont.","Corporate Sales/Employé des ventes institutionnelles",16254,29.32,,
"Ontario","Willowdale","Rochelle Carnegie N.D.P./N.P.D.","Toronto, Ont.","Office Manager/Chef de bureau",6297,11.36,,
"Ontario","Willowdale","Sharolyn Vettese Green Party/Parti Vert","North York, Ont.","Household Manager/Gestionnaire de maison",2268,4.09,,
"Ontario","Windsor--Tecumseh","Joe Comartin ** N.D.P./N.P.D.","Windsor, Ont.","Lawyer/Avocat",22646,44.63,      9233,  18.2
"Ontario","Windsor--Tecumseh","Bruck Easton Liberal/Libéral","Windsor, Ont.","Lawyer/Avocat",13413,26.43,,
"Ontario","Windsor--Tecumseh","Rick Fuschi Conservative/Conservateur","Tecumseh, Ont.","Auto Diagnostics Trainer/Formateur-Autodiagnostics",12851,25.32,,
"Ontario","Windsor--Tecumseh","Catherine Pluard Green Party/Parti Vert","Windsor, Ont.","Student/Étudiante",1644,3.24,,
"Ontario","Windsor--Tecumseh","Laura Chesnik Marxist-Leninist/Marxiste-Léniniste","Windsor, Ont.","Customer Service Agent/Agente de service à la clientèle",193,.38,,
"Ontario","Windsor West/Windsor-Ouest","Brian Masse ** N.D.P./N.P.D.","Windsor, Ont.","Parliamentarian/Parlementaire",23608,49.49,     11498,  24.1
"Ontario","Windsor West/Windsor-Ouest","Werner Keller Liberal/Libéral","Windsor, Ont.","Lawyer/Avocat",12110,25.39,,
"Ontario","Windsor West/Windsor-Ouest","Al Teshuba Conservative/Conservateur","Windsor, Ont.","Communications Company Owner/Propriétaire d'une firme de communication",9592,20.11,,
"Ontario","Windsor West/Windsor-Ouest","Jillana Bishop Green Party/Parti Vert","Windsor, Ont.","Machine Operator/Opératrice de machine",1444,3.03,,
"Ontario","Windsor West/Windsor-Ouest","Chris Schnurr PC Party/Parti PC","Windsor, Ont.","University Stewardship Officer/Agent de gérance universitaire",614,1.29,,
"Ontario","Windsor West/Windsor-Ouest","Habib Zaidi Independent/Indépendant","Windsor, Ont.","Business Owner/Propriétaire d'entreprise",224,.47,,
"Ontario","Windsor West/Windsor-Ouest","Enver Villamizar Marxist-Leninist/Marxiste-Léniniste","Windsor, Ont.","Administrator/Administrateur",108,.23,,
"Ontario","York Centre/York-Centre","Ken Dryden ** Liberal/Libéral","Toronto, Ont.","Parliamentarian/Parlementaire",22468,52.66,      9640,  22.6
"Ontario","York Centre/York-Centre","Michael Mostyn Conservative/Conservateur","Toronto, Ont.","Lawyer/Avocat",12828,30.06,,
"Ontario","York Centre/York-Centre","Marco Iacampo N.D.P./N.P.D.","Toronto, Ont.","Administrator/Administrateur",5813,13.62,,
"Ontario","York Centre/York-Centre","Constantine Kritsonis Green Party/Parti Vert","Toronto, Ont.","Manager/Gestionnaire",1560,3.66,,
"Ontario","York--Simcoe","Peter Van Loan ** Conservative/Conservateur","Sutton West, Ont.","Lawyer/Avocat",25685,47.93,      9229,  17.2
"Ontario","York--Simcoe","Kate Wilson Liberal/Libéral","Innisfil, Ont.","Nurse Practitioner/Infirmière praticienne",16456,30.7,,
"Ontario","York--Simcoe","Sylvia Gerl N.D.P./N.P.D.","Keswick, Ont.","Women's Advocate/Défenseur des droits de la femme",7139,13.32,,
"Ontario","York--Simcoe","John Dewar Green Party/Parti Vert","Keswick, Ont.","Systems Coordinator/Coordonnateur de systèmes",3719,6.94,,
"Ontario","York--Simcoe","Vicki Gunn Christian Heritage Party/Parti de l'Héritage Chrétien","Sharon, Ont.","Office Manager/Chef de bureau",595,1.11,,
"Ontario","York South--Weston/York-Sud--Weston","Alan Tonks ** Liberal/Libéral","Toronto, Ont.","Parliamentarian/Parlementaire",22871,57.06,     14346,  35.8
"Ontario","York South--Weston/York-Sud--Weston","Paul Ferreira N.D.P./N.P.D.","Toronto, Ont.","Journalist/Journaliste",8525,21.27,,
