Geographic code,Geographic name,"Geographic Name, province or territory","Geographic Code, province or territory",Global non-response rate,Data quality flag,Sex,Total (2016 Counts),Broad Age Groups: 0 to 14 (2016 Counts),Broad Age Groups: 15 to 64 (2016 Counts),Broad Age Groups: 65 years and over (2016 Counts),Broad Age Groups: 85 years and over (2016 Counts),Total (2011 Counts),Broad Age Groups: 0 to 14 (2011 Counts),Broad Age Groups: 15 to 64 (2011 Counts),Broad Age Groups: 65 years and over (2011 Counts),Broad Age Groups: 85 years and over (2011 Counts),Total (% Distribution 2016),Broad Age Groups: 0 to 14 (% Distribution 2016) ,Broad Age Groups: 15 to 64 (% Distribution 2016),Broad Age Groups: 65 years and over (% Distribution 2016),Broad Age Groups: 85 years and over (% Distribution 2016),Total (% Distribution 2011),Broad Age Groups: 0 to 14 (% Distribution 2011) ,Broad Age Groups: 15 to 64 (% Distribution 2011),Broad Age Groups: 65 years and over (% Distribution 2011),Broad Age Groups: 85 years and over (% Distribution 2011),Total (Percent Change 2011 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2011 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2011 to 2016),Broad Age Groups: 65 years and over (Percent Change 2011 to 2016),Broad Age Groups: 85 years and over (Percent Change 2011 to 2016)
47011,Saskatoon--University,Saskatchewan,47,3.7,00000,Male,40755,7520,28715,4515,550,37690,6600,27435,3655,425,100,18.5,70.5,11.1,1.3,100,17.5,72.8,9.7,1.1,8.1,13.9,4.7,23.5,29.4
47011,Saskatoon--University,Saskatchewan,47,3.7,00000,Female,41910,6990,29065,5860,1060,38570,6085,27420,5065,965,100,16.7,69.4,14,2.5,100,15.8,71.1,13.1,2.5,8.7,14.9,6,15.7,9.8
47012,Saskatoon West,Saskatchewan,47,5.0,00000,Both sexes,83715,16645,57435,9635,1435,76710,14695,53490,8520,1430,100,19.9,68.6,11.5,1.7,100,19.2,69.7,11.1,1.9,9.1,13.3,7.4,13.1,0.3
47012,Saskatoon West,Saskatchewan,47,5.0,00000,Male,41380,8510,28745,4120,435,37615,7395,26740,3485,380,100,20.6,69.5,10,1.1,100,19.7,71.1,9.3,1,10,15.1,7.5,18.2,14.5
47012,Saskatoon West,Saskatchewan,47,5.0,00000,Female,42335,8130,28690,5520,1000,39090,7300,26755,5035,1050,100,19.2,67.8,13,2.4,100,18.7,68.4,12.9,2.7,8.3,11.4,7.2,9.6,-4.8
47013,Souris--Moose Mountain,Saskatchewan,47,4.8,00000,Both sexes,72635,14380,45760,12490,2120,72040,13960,45970,12110,2135,100,19.8,63,17.2,2.9,100,19.4,63.8,16.8,3,0.8,3,-0.5,3.1,-0.7
47013,Souris--Moose Mountain,Saskatchewan,47,4.8,00000,Male,36570,7210,23535,5820,785,36495,7050,23930,5520,715,100,19.7,64.4,15.9,2.1,100,19.3,65.6,15.1,2,0.2,2.3,-1.7,5.4,9.8
47013,Souris--Moose Mountain,Saskatchewan,47,4.8,00000,Female,36065,7170,22225,6670,1335,35545,6915,22045,6585,1415,100,19.9,61.6,18.5,3.7,100,19.5,62,18.5,4,1.5,3.7,0.8,1.3,-5.7
47014,Yorkton--Melville,Saskatchewan,47,4.8,00000,Both sexes,71030,12355,42510,16170,2705,71275,11970,43360,15950,2865,100,17.4,59.8,22.8,3.8,100,16.8,60.8,22.4,4,-0.3,3.2,-2,1.4,-5.6
47014,Yorkton--Melville,Saskatchewan,47,4.8,00000,Male,35470,6315,21670,7495,1005,35280,6115,21875,7290,1015,100,17.8,61.1,21.1,2.8,100,17.3,62,20.7,2.9,0.5,3.3,-0.9,2.8,-1
47014,Yorkton--Melville,Saskatchewan,47,4.8,00000,Female,35560,6040,20840,8680,1700,35995,5855,21490,8655,1850,100,17,58.6,24.4,4.8,100,16.3,59.7,24,5.1,-1.2,3.2,-3,0.3,-8.1
48001,Banff--Airdrie,Alberta,48,5.7,00100,Both sexes,135760,28960,93870,12935,1110,105440,21565,75390,8480,890,100,21.3,69.1,9.5,0.8,100,20.5,71.5,8,0.8,28.8,34.3,24.5,52.5,24.7
48001,Banff--Airdrie,Alberta,48,5.7,00100,Male,68175,14855,46990,6330,410,53090,11140,37915,4035,285,100,21.8,68.9,9.3,0.6,100,21,71.4,7.6,0.5,28.4,33.3,23.9,56.9,43.9
48001,Banff--Airdrie,Alberta,48,5.7,00100,Female,67590,14100,46875,6605,705,52350,10425,37475,4445,610,100,20.9,69.4,9.8,1,100,19.9,71.6,8.5,1.2,29.1,35.3,25.1,48.6,15.6
48002,Battle River--Crowfoot,Alberta,48,5.3,00000,Both sexes,110225,20080,69805,20330,3055,107150,19645,69825,17680,2595,100,18.2,63.3,18.4,2.8,100,18.3,65.2,16.5,2.4,2.9,2.2,0,15,17.7
48002,Battle River--Crowfoot,Alberta,48,5.3,00000,Male,55475,10350,35595,9530,1130,53890,10040,35610,8235,920,100,18.7,64.2,17.2,2,100,18.6,66.1,15.3,1.7,2.9,3.1,0,15.7,22.8
48002,Battle River--Crowfoot,Alberta,48,5.3,00000,Female,54750,9730,34215,10795,1925,53260,9605,34215,9445,1680,100,17.8,62.5,19.7,3.5,100,18,64.2,17.7,3.2,2.8,1.3,0,14.3,14.6
48003,Bow River,Alberta,48,4.5,00000,Both sexes,115025,26230,74760,14030,1635,103870,24090,68850,10930,1295,100,22.8,65,12.2,1.4,100,23.2,66.3,10.5,1.2,10.7,8.9,8.6,28.4,26.3
48003,Bow River,Alberta,48,4.5,00000,Male,57960,13310,37890,6760,620,52615,12210,35150,5255,440,100,23,65.4,11.7,1.1,100,23.2,66.8,10,0.8,10.2,9,7.8,28.6,40.9
48003,Bow River,Alberta,48,4.5,00000,Female,57065,12920,36875,7270,1015,51255,11880,33700,5675,855,100,22.6,64.6,12.7,1.8,100,23.2,65.7,11.1,1.7,11.3,8.8,9.4,28.1,18.7
48004,Calgary Centre,Alberta,48,6.6,00100,Both sexes,119175,13030,93340,12810,2155,108930,10575,86615,11740,2110,100,10.9,78.3,10.7,1.8,100,9.7,79.5,10.8,1.9,9.4,23.2,7.8,9.1,2.1
48004,Calgary Centre,Alberta,48,6.6,00100,Male,60710,6780,48125,5805,725,55860,5350,45610,4900,620,100,11.2,79.3,9.6,1.2,100,9.6,81.7,8.8,1.1,8.7,26.7,5.5,18.5,16.9
48004,Calgary Centre,Alberta,48,6.6,00100,Female,58465,6255,45210,7000,1425,53065,5225,41010,6840,1490,100,10.7,77.3,12,2.4,100,9.8,77.3,12.9,2.8,10.2,19.7,10.2,2.3,-4.4
48005,Calgary Confederation,Alberta,48,6.1,00100,Both sexes,122025,16365,88035,17620,3605,111830,13770,82050,16000,3030,100,13.4,72.1,14.4,3,100,12.3,73.4,14.3,2.7,9.1,18.8,7.3,10.1,19
48005,Calgary Confederation,Alberta,48,6.1,00100,Male,60765,8465,44630,7665,1250,55565,7070,41930,6570,1005,100,13.9,73.4,12.6,2.1,100,12.7,75.5,11.8,1.8,9.4,19.7,6.4,16.7,24.4
48005,Calgary Confederation,Alberta,48,6.1,00100,Female,61260,7895,43405,9960,2355,56260,6705,40125,9435,2020,100,12.9,70.9,16.3,3.8,100,11.9,71.3,16.8,3.6,8.9,17.7,8.2,5.6,16.6
48006,Calgary Forest Lawn,Alberta,48,4.1,00100,Both sexes,111830,20215,78125,13490,1170,108185,19590,77555,11040,940,100,18.1,69.9,12.1,1,100,18.1,71.7,10.2,0.9,3.4,3.2,0.7,22.2,24.5
48006,Calgary Forest Lawn,Alberta,48,4.1,00100,Male,57285,10450,40495,6345,460,55380,9995,40265,5125,325,100,18.2,70.7,11.1,0.8,100,18,72.7,9.3,0.6,3.4,4.6,0.6,23.8,41.5
48006,Calgary Forest Lawn,Alberta,48,4.1,00100,Female,54550,9770,37630,7150,710,52805,9590,37295,5920,615,100,17.9,69,13.1,1.3,100,18.2,70.6,11.2,1.2,3.3,1.9,0.9,20.8,15.4
48007,Calgary Heritage,Alberta,48,3.4,00000,Both sexes,112085,19340,76530,16220,2100,108320,18080,76710,13535,1705,100,17.3,68.3,14.5,1.9,100,16.7,70.8,12.5,1.6,3.5,7,-0.2,19.8,23.2
48007,Calgary Heritage,Alberta,48,3.4,00000,Male,55095,9865,37910,7320,780,53260,9180,38105,5970,550,100,17.9,68.8,13.3,1.4,100,17.2,71.5,11.2,1,3.4,7.5,-0.5,22.6,41.8
48007,Calgary Heritage,Alberta,48,3.4,00000,Female,56990,9475,38615,8895,1315,55070,8900,38605,7565,1155,100,16.6,67.8,15.6,2.3,100,16.2,70.1,13.7,2.1,3.5,6.5,0,17.6,13.9
48008,Calgary Midnapore,Alberta,48,3.6,00000,Both sexes,121840,21380,84100,16370,2215,111220,19400,78640,13185,1580,100,17.5,69,13.4,1.8,100,17.4,70.7,11.9,1.4,9.5,10.2,6.9,24.2,40.2
48008,Calgary Midnapore,Alberta,48,3.6,00000,Male,60490,11030,42070,7385,765,55285,10010,39510,5765,470,100,18.2,69.5,12.2,1.3,100,18.1,71.5,10.4,0.9,9.4,10.2,6.5,28.1,62.8
48008,Calgary Midnapore,Alberta,48,3.6,00000,Female,61355,10345,42030,8980,1450,55935,9385,39130,7420,1110,100,16.9,68.5,14.6,2.4,100,16.8,70,13.3,2,9.7,10.2,7.4,21,30.6
48009,Calgary Nose Hill,Alberta,48,2.8,00000,Both sexes,115795,20975,81080,13740,1265,109290,19970,78980,10340,910,100,18.1,70,11.9,1.1,100,18.3,72.3,9.5,0.8,6,5,2.7,32.9,39
48009,Calgary Nose Hill,Alberta,48,2.8,00000,Male,57540,10830,40235,6475,500,53960,10210,38960,4785,320,100,18.8,69.9,11.3,0.9,100,18.9,72.2,8.9,0.6,6.6,6.1,3.3,35.3,56.3
48009,Calgary Nose Hill,Alberta,48,2.8,00000,Female,58255,10150,40840,7265,770,55330,9755,40015,5560,585,100,17.4,70.1,12.5,1.3,100,17.6,72.3,10,1.1,5.3,4,2.1,30.7,31.6
48010,Calgary Rocky Ridge,Alberta,48,3.1,00000,Both sexes,131825,28080,91065,12685,1470,108860,23510,77010,8335,790,100,21.3,69.1,9.6,1.1,100,21.6,70.7,7.7,0.7,21.1,19.4,18.3,52.2,86.1
48010,Calgary Rocky Ridge,Alberta,48,3.1,00000,Male,64905,14255,44770,5880,580,53560,11810,37930,3815,280,100,22,69,9.1,0.9,100,22.1,70.8,7.1,0.5,21.2,20.7,18,54.1,107.1
48010,Calgary Rocky Ridge,Alberta,48,3.1,00000,Female,66925,13825,46290,6805,895,55300,11700,39080,4520,510,100,20.7,69.2,10.2,1.3,100,21.2,70.7,8.2,0.9,21,18.2,18.4,50.6,75.5
48011,Calgary Shepard,Alberta,48,3.2,00000,Both sexes,147520,32290,104580,10645,790,110365,23735,80145,6485,555,100,21.9,70.9,7.2,0.5,100,21.5,72.6,5.9,0.5,33.7,36,30.5,64.1,42.3
48011,Calgary Shepard,Alberta,48,3.2,00000,Male,74125,16530,52555,5045,285,55905,12185,40675,3045,180,100,22.3,70.9,6.8,0.4,100,21.8,72.8,5.4,0.3,32.6,35.7,29.2,65.7,58.3
48011,Calgary Shepard,Alberta,48,3.2,00000,Female,73390,15760,52025,5605,505,54465,11550,39470,3435,380,100,21.5,70.9,7.6,0.7,100,21.2,72.5,6.3,0.7,34.7,36.5,31.8,63.2,32.9
48012,Calgary Signal Hill,Alberta,48,3.5,00000,Both sexes,121390,23560,83160,14670,2255,109645,21230,76460,11960,1750,100,19.4,68.5,12.1,1.9,100,19.4,69.7,10.9,1.6,10.7,11,8.8,22.7,28.9
48012,Calgary Signal Hill,Alberta,48,3.5,00000,Male,58910,11980,40540,6395,790,53175,10900,37290,4985,525,100,20.3,68.8,10.9,1.3,100,20.5,70.1,9.4,1,10.8,9.9,8.7,28.3,50.5
48012,Calgary Signal Hill,Alberta,48,3.5,00000,Female,62480,11580,42620,8275,1465,56470,10325,39170,6970,1230,100,18.5,68.2,13.2,2.3,100,18.3,69.4,12.3,2.2,10.6,12.2,8.8,18.7,19.1
48013,Calgary Skyview,Alberta,48,3.0,00000,Both sexes,135730,31745,93835,10150,840,110190,26565,77065,6555,565,100,23.4,69.1,7.5,0.6,100,24.1,69.9,5.9,0.5,23.2,19.5,21.8,54.8,48.7
48013,Calgary Skyview,Alberta,48,3.0,00000,Male,68425,16340,47275,4810,315,55525,13745,38730,3055,205,100,23.9,69.1,7,0.5,100,24.8,69.8,5.5,0.4,23.2,18.9,22.1,57.4,53.7
48013,Calgary Skyview,Alberta,48,3.0,00000,Female,67310,15405,46555,5350,525,54665,12825,38340,3500,355,100,22.9,69.2,7.9,0.8,100,23.5,70.1,6.4,0.6,23.1,20.1,21.4,52.9,47.9
48014,Edmonton Centre,Alberta,48,6.7,00100,Both sexes,109940,12540,82125,15275,2940,106115,11020,80385,14715,2815,100,11.4,74.7,13.9,2.7,100,10.4,75.8,13.9,2.7,3.6,13.8,2.2,3.8,4.4
48014,Edmonton Centre,Alberta,48,6.7,00100,Male,56080,6520,43065,6490,945,53885,5705,42290,5895,830,100,11.6,76.8,11.6,1.7,100,10.6,78.5,10.9,1.5,4.1,14.3,1.8,10.1,13.9
48014,Edmonton Centre,Alberta,48,6.7,00100,Female,53865,6020,39055,8780,1995,52230,5315,38095,8825,1985,100,11.2,72.5,16.3,3.7,100,10.2,72.9,16.9,3.8,3.1,13.3,2.5,-0.5,0.5
48015,Edmonton Griesbach,Alberta,48,5.9,00100,Both sexes,112290,18395,76440,17450,3140,107800,16725,73605,17470,2775,100,16.4,68.1,15.5,2.8,100,15.5,68.3,16.2,2.6,4.2,10,3.9,-0.1,13.2
48015,Edmonton Griesbach,Alberta,48,5.9,00100,Male,57370,9475,40250,7650,1125,55195,8690,38930,7570,935,100,16.5,70.2,13.3,2,100,15.7,70.5,13.7,1.7,3.9,9,3.4,1.1,20.3
48015,Edmonton Griesbach,Alberta,48,5.9,00100,Female,54915,8925,36195,9795,2020,52605,8035,34670,9900,1845,100,16.3,65.9,17.8,3.7,100,15.3,65.9,18.8,3.5,4.4,11.1,4.4,-1.1,9.5
48016,Edmonton Manning,Alberta,48,3.7,00000,Both sexes,121045,23895,84485,12665,1120,106270,20520,76260,9485,755,100,19.7,69.8,10.5,0.9,100,19.3,71.8,8.9,0.7,13.9,16.4,10.8,33.5,48.3
48016,Edmonton Manning,Alberta,48,3.7,00000,Male,60055,12130,42075,5850,420,52755,10525,37915,4315,275,100,20.2,70.1,9.7,0.7,100,20,71.9,8.2,0.5,13.8,15.2,11,35.6,52.7
48016,Edmonton Manning,Alberta,48,3.7,00000,Female,60995,11765,42410,6815,700,53510,9995,38350,5165,480,100,19.3,69.5,11.2,1.1,100,18.7,71.7,9.7,0.9,14,17.7,10.6,31.9,45.8
48017,Edmonton Mill Woods,Alberta,48,3.6,00000,Both sexes,118560,24205,82160,12200,1255,106100,21770,75560,8780,875,100,20.4,69.3,10.3,1.1,100,20.5,71.2,8.3,0.8,11.7,11.2,8.7,39,43.4
48017,Edmonton Mill Woods,Alberta,48,3.6,00000,Male,59220,12385,41125,5715,450,52800,11195,37505,4100,305,100,20.9,69.4,9.7,0.8,100,21.2,71,7.8,0.6,12.2,10.6,9.7,39.4,47.5
48017,Edmonton Mill Woods,Alberta,48,3.6,00000,Female,59340,11820,41035,6485,800,53305,10570,38050,4685,570,100,19.9,69.2,10.9,1.3,100,19.8,71.4,8.8,1.1,11.3,11.8,7.8,38.4,40.4
48018,Edmonton Riverbend,Alberta,48,3.5,00000,Both sexes,120865,22110,81940,16820,2265,106315,19395,73800,13125,1595,100,18.3,67.8,13.9,1.9,100,18.2,69.4,12.3,1.5,13.7,14,11,28.2,42
48018,Edmonton Riverbend,Alberta,48,3.5,00000,Male,59210,11310,40380,7525,770,51720,9880,35955,5880,535,100,19.1,68.2,12.7,1.3,100,19.1,69.5,11.4,1,14.5,14.5,12.3,28,43.9
48018,Edmonton Riverbend,Alberta,48,3.5,00000,Female,61655,10800,41555,9295,1490,54595,9515,37840,7240,1060,100,17.5,67.4,15.1,2.4,100,17.4,69.3,13.3,1.9,12.9,13.5,9.8,28.4,40.6
48019,Edmonton Strathcona,Alberta,48,5.8,00100,Both sexes,106065,12890,77850,15325,2775,103180,12180,76325,14680,2555,100,12.2,73.4,14.4,2.6,100,11.8,74,14.2,2.5,2.8,5.8,2,4.4,8.6
48019,Edmonton Strathcona,Alberta,48,5.8,00100,Male,53400,6655,40210,6540,960,51780,6190,39550,6035,835,100,12.5,75.3,12.2,1.8,100,12,76.4,11.7,1.6,3.1,7.5,1.7,8.4,15
48019,Edmonton Strathcona,Alberta,48,5.8,00100,Female,52665,6235,37640,8790,1820,51405,5990,36775,8640,1720,100,11.8,71.5,16.7,3.5,100,11.7,71.5,16.8,3.3,2.5,4.1,2.4,1.7,5.8
48020,Edmonton West,Alberta,48,4.3,00000,Both sexes,121870,22780,84360,14725,2180,104420,18090,74660,11665,1500,100,18.7,69.2,12.1,1.8,100,17.3,71.5,11.2,1.4,16.7,25.9,13,26.2,45.3
48020,Edmonton West,Alberta,48,4.3,00000,Male,59620,11575,41715,6340,695,51065,9210,36900,4950,450,100,19.4,70,10.6,1.2,100,18,72.3,9.7,0.9,16.8,25.7,13,28.1,54.4
48020,Edmonton West,Alberta,48,4.3,00000,Female,62245,11210,42650,8385,1490,53355,8880,37765,6715,1050,100,18,68.5,13.5,2.4,100,16.6,70.8,12.6,2,16.7,26.2,12.9,24.9,41.9
48021,Edmonton--Wetaskiwin,Alberta,48,3.6,00000,Both sexes,158755,35160,108295,15290,1655,110645,23340,76035,11275,1430,100,22.1,68.2,9.6,1,100,21.1,68.7,10.2,1.3,43.5,50.6,42.4,35.6,15.7
48021,Edmonton--Wetaskiwin,Alberta,48,3.6,00000,Male,79535,18075,54185,7275,610,55475,12000,38220,5255,465,100,22.7,68.1,9.1,0.8,100,21.6,68.9,9.5,0.8,43.4,50.6,41.8,38.4,31.2
48021,Edmonton--Wetaskiwin,Alberta,48,3.6,00000,Female,79220,17090,54110,8015,1040,55175,11335,37820,6020,955,100,21.6,68.3,10.1,1.3,100,20.5,68.5,10.9,1.7,43.6,50.8,43.1,33.1,8.9
48022,Foothills,Alberta,48,4.9,00000,Both sexes,113230,21825,72570,18830,1770,105515,20510,70385,14620,1350,100,19.3,64.1,16.6,1.6,100,19.4,66.7,13.9,1.3,7.3,6.4,3.1,28.8,31.1
48022,Foothills,Alberta,48,4.9,00000,Male,56590,11230,36080,9275,710,52865,10680,35010,7180,490,100,19.8,63.8,16.4,1.3,100,20.2,66.2,13.6,0.9,7,5.1,3.1,29.2,44.9
48022,Foothills,Alberta,48,4.9,00000,Female,56635,10595,36485,9560,1060,52645,9835,35380,7435,860,100,18.7,64.4,16.9,1.9,100,18.7,67.2,14.1,1.6,7.6,7.7,3.1,28.6,23.3
48023,Fort McMurray--Cold Lake,Alberta,48,11.4,01100,Both sexes,110230,23225,81575,5430,395,101545,20585,76855,4100,300,100,21.1,74,4.9,0.4,100,20.3,75.7,4,0.3,8.6,12.8,6.1,32.4,31.7
48023,Fort McMurray--Cold Lake,Alberta,48,11.4,01100,Male,58475,11925,43730,2815,180,54390,10675,41635,2075,115,100,20.4,74.8,4.8,0.3,100,19.6,76.5,3.8,0.2,7.5,11.7,5,35.7,56.5
48023,Fort McMurray--Cold Lake,Alberta,48,11.4,01100,Female,51755,11295,37845,2615,220,47155,9910,35220,2025,185,100,21.8,73.1,5.1,0.4,100,21,74.7,4.3,0.4,9.8,14,7.5,29.1,18.9
48024,Grande Prairie--Mackenzie,Alberta,48,5.0,00000,Both sexes,117325,26695,80295,10340,1165,106895,23840,74625,8435,925,100,22.8,68.4,8.8,1,100,22.3,69.8,7.9,0.9,9.8,12,7.6,22.6,25.9
48024,Grande Prairie--Mackenzie,Alberta,48,5.0,00000,Male,59915,13645,41260,5005,480,54840,12255,38495,4095,355,100,22.8,68.9,8.4,0.8,100,22.3,70.2,7.5,0.6,9.3,11.3,7.2,22.2,35.2
48024,Grande Prairie--Mackenzie,Alberta,48,5.0,00000,Female,57410,13045,39030,5330,690,52055,11585,36130,4335,575,100,22.7,68,9.3,1.2,100,22.3,69.4,8.3,1.1,10.3,12.6,8,23,20
48025,Lakeland,Alberta,48,5.2,20000,Both sexes,108450,22005,69495,16950,2275,104620,21150,67930,15540,2285,100,20.3,64.1,15.6,2.1,100,20.2,64.9,14.9,2.2,3.7,4,2.3,9.1,-0.4
48025,Lakeland,Alberta,48,5.2,20000,Male,54690,11395,35295,8005,845,52810,10840,34620,7355,800,100,20.8,64.5,14.6,1.5,100,20.5,65.6,13.9,1.5,3.6,5.1,1.9,8.8,5.6
48025,Lakeland,Alberta,48,5.2,20000,Female,53760,10610,34205,8940,1430,51805,10315,33305,8185,1485,100,19.7,63.6,16.6,2.7,100,19.9,64.3,15.8,2.9,3.8,2.9,2.7,9.2,-3.7
48026,Lethbridge,Alberta,48,4.8,00000,Both sexes,117395,22430,76705,18265,2705,105995,19270,71430,15295,2215,100,19.1,65.3,15.6,2.3,100,18.2,67.4,14.4,2.1,10.8,16.4,7.4,19.4,22.1
48026,Lethbridge,Alberta,48,4.8,00000,Male,58090,11535,38300,8255,990,52045,9885,35395,6770,735,100,19.9,65.9,14.2,1.7,100,19,68,13,1.4,11.6,16.7,8.2,21.9,34.7
48026,Lethbridge,Alberta,48,4.8,00000,Female,59305,10890,38405,10015,1715,53950,9385,36035,8530,1475,100,18.4,64.8,16.9,2.9,100,17.4,66.8,15.8,2.7,9.9,16,6.6,17.4,16.3
48027,Medicine Hat--Cardston--Warner,Alberta,48,5.1,00000,Both sexes,106895,21760,67650,17480,2500,102845,21300,66635,14920,2095,100,20.4,63.3,16.4,2.3,100,20.7,64.8,14.5,2,3.9,2.2,1.5,17.2,19.3
48027,Medicine Hat--Cardston--Warner,Alberta,48,5.1,00000,Male,52835,11195,33570,8075,940,50515,10755,33075,6685,710,100,21.2,63.5,15.3,1.8,100,21.3,65.5,13.2,1.4,4.6,4.1,1.5,20.8,32.4
48027,Medicine Hat--Cardston--Warner,Alberta,48,5.1,00000,Female,54060,10565,34080,9410,1560,52330,10540,33555,8235,1385,100,19.5,63,17.4,2.9,100,20.1,64.1,15.7,2.6,3.3,0.2,1.6,14.3,12.6
48028,Peace River--Westlock,Alberta,48,5.5,00000,Both sexes,109960,25655,70375,13935,1600,107935,25840,69780,12315,1435,100,23.3,64,12.7,1.5,100,23.9,64.7,11.4,1.3,1.9,-0.7,0.9,13.2,11.5
48028,Peace River--Westlock,Alberta,48,5.5,00000,Male,55925,13080,36080,6760,625,54775,13260,35565,5955,515,100,23.4,64.5,12.1,1.1,100,24.2,64.9,10.9,0.9,2.1,-1.4,1.4,13.5,21.4
48028,Peace River--Westlock,Alberta,48,5.5,00000,Female,54040,12575,34295,7175,975,53160,12580,34215,6360,920,100,23.3,63.5,13.3,1.8,100,23.7,64.4,12,1.7,1.7,0,0.2,12.8,6
48029,Red Deer--Mountain View,Alberta,48,5.1,00000,Both sexes,119020,21710,79330,17980,2280,110805,20345,75340,15125,2030,100,18.2,66.7,15.1,1.9,100,18.4,68,13.7,1.8,7.4,6.7,5.3,18.9,12.3
48029,Red Deer--Mountain View,Alberta,48,5.1,00000,Male,59275,11195,39760,8320,790,55230,10490,37830,6910,685,100,18.9,67.1,14,1.3,100,19,68.5,12.5,1.2,7.3,6.7,5.1,20.4,15.3
48029,Red Deer--Mountain View,Alberta,48,5.1,00000,Female,59745,10515,39570,9660,1490,55570,9850,37510,8215,1345,100,17.6,66.2,16.2,2.5,100,17.7,67.5,14.8,2.4,7.5,6.8,5.5,17.6,10.8
48030,Red Deer--Lacombe,Alberta,48,5.2,00000,Both sexes,128785,27155,86390,15245,1965,113685,23810,77920,11955,1445,100,21.1,67.1,11.8,1.5,100,20.9,68.5,10.5,1.3,13.3,14,10.9,27.5,36
48030,Red Deer--Lacombe,Alberta,48,5.2,00000,Male,64725,13980,43635,7110,725,57010,12160,39395,5455,470,100,21.6,67.4,11,1.1,100,21.3,69.1,9.6,0.8,13.5,15,10.8,30.3,54.3
48030,Red Deer--Lacombe,Alberta,48,5.2,00000,Female,64060,13170,42760,8135,1235,56670,11655,38520,6495,980,100,20.6,66.7,12.7,1.9,100,20.6,68,11.5,1.7,13,13,11,25.3,26
48031,St. Albert--Edmonton,Alberta,48,3.7,00000,Both sexes,121310,24195,81995,15120,1630,105170,20400,73520,11245,1230,100,19.9,67.6,12.5,1.3,100,19.4,69.9,10.7,1.2,15.3,18.6,11.5,34.5,32.5
48031,St. Albert--Edmonton,Alberta,48,3.7,00000,Male,59845,12320,40590,6935,590,51650,10490,36080,5080,395,100,20.6,67.8,11.6,1,100,20.3,69.9,9.8,0.8,15.9,17.4,12.5,36.5,49.4
48031,St. Albert--Edmonton,Alberta,48,3.7,00000,Female,61470,11880,41405,8185,1045,53515,9910,37440,6170,830,100,19.3,67.4,13.3,1.7,100,18.5,70,11.5,1.6,14.9,19.9,10.6,32.7,25.9
48032,Sherwood Park--Fort Saskatchewan,Alberta,48,3.3,00000,Both sexes,122195,23515,82255,16425,1555,111540,21615,77760,12165,1205,100,19.2,67.3,13.4,1.3,100,19.4,69.7,10.9,1.1,9.6,8.8,5.8,35,29
48032,Sherwood Park--Fort Saskatchewan,Alberta,48,3.3,00000,Male,60850,11835,41275,7740,550,55555,11000,38785,5770,365,100,19.4,67.8,12.7,0.9,100,19.8,69.8,10.4,0.7,9.5,7.6,6.4,34.1,50.7
48032,Sherwood Park--Fort Saskatchewan,Alberta,48,3.3,00000,Female,61345,11675,40980,8685,1005,55980,10615,38975,6390,840,100,19,66.8,14.2,1.6,100,19,69.6,11.4,1.5,9.6,10,5.1,35.9,19.6
48033,Sturgeon River--Parkland,Alberta,48,4.4,00000,Both sexes,120785,25330,80880,14570,1250,105735,22040,73010,10685,950,100,21,67,12.1,1,100,20.8,69,10.1,0.9,14.2,14.9,10.8,36.4,31.6
48033,Sturgeon River--Parkland,Alberta,48,4.4,00000,Male,61160,13055,40960,7145,500,53505,11375,36890,5240,345,100,21.3,67,11.7,0.8,100,21.3,68.9,9.8,0.6,14.3,14.8,11,36.4,44.9
48033,Sturgeon River--Parkland,Alberta,48,4.4,00000,Female,59625,12280,39920,7425,750,52225,10660,36120,5450,605,100,20.6,67,12.5,1.3,100,20.4,69.2,10.4,1.2,14.2,15.2,10.5,36.2,24
48034,Yellowhead,Alberta,48,6.4,00100,Both sexes,101975,19430,68360,14190,1295,98840,19330,67645,11865,1015,100,19.1,67,13.9,1.3,100,19.6,68.4,12,1,3.2,0.5,1.1,19.6,27.6
48034,Yellowhead,Alberta,48,6.4,00100,Male,52690,10035,35525,7135,555,50880,9975,34895,6015,370,100,19,67.4,13.5,1.1,100,19.6,68.6,11.8,0.7,3.6,0.6,1.8,18.6,50
48034,Yellowhead,Alberta,48,6.4,00100,Female,49285,9395,32835,7055,740,47960,9355,32755,5850,640,100,19.1,66.6,14.3,1.5,100,19.5,68.3,12.2,1.3,2.8,0.4,0.2,20.6,15.6
59001,Abbotsford,British Columbia,59,4.6,00000,Both sexes,101810,17760,65630,18425,2980,97065,17405,64280,15385,2655,100,17.4,64.5,18.1,2.9,100,17.9,66.2,15.9,2.7,4.9,2,2.1,19.8,12.2
59001,Abbotsford,British Columbia,59,4.6,00000,Male,49855,9145,32555,8155,1030,47580,9005,31900,6670,880,100,18.3,65.3,16.4,2.1,100,18.9,67,14,1.8,4.8,1.6,2.1,22.3,17
59001,Abbotsford,British Columbia,59,4.6,00000,Female,51960,8615,33075,10275,1945,49485,8405,32370,8710,1775,100,16.6,63.7,19.8,3.7,100,17,65.4,17.6,3.6,5,2.5,2.2,18,9.6
